Title,Authors,Abstract,PDF URL,Publication date,TF-IDF given Paper-wise Abstract,TF-IDF given Paper-wise Full Text,TF-IDF given the whole Title,TF-IDF given the whole Abstract
MomentumRNN: Integrating Momentum into Recurrent Neural Networks,"Tan Nguyen, Richard Baraniuk, Andrea Bertozzi, Stanley Osher, Bao Wang","Designing deep neural networks is an art that often involves an expensive search over candidate architectures. To overcome this for recurrent neural nets (RNNs), we establish a connection between the hidden state dynamics in an RNN and gradient descent (GD). We then integrate momentum into this framework and propose a new family of RNNs, called {\em MomentumRNNs}. We theoretically prove and numerically demonstrate that MomentumRNNs alleviate the vanishing gradient issue in training RNNs. We study the momentum long-short term memory (MomentumLSTM) and verify its advantages in convergence speed and accuracy over its LSTM counterpart across a variety of benchmarks. We also demonstrate that MomentumRNN is applicable to many types of recurrent cells, including those in the state-of-the-art orthogonal RNNs. Finally, we show that other advanced momentum-based optimization methods, such as Adam and Nesterov accelerated gradients with a restart, can be easily incorporated into the MomentumRNN framework for designing new recurrent cells with even better performance.",https://proceedings.neurips.cc/paper_files/paper/2020/file/149ef6419512be56a93169cd5e6fa8fd-Paper.pdf,2020,"rnns, momentum, recurrent, art, cells, demonstrate, designing, framework, gradient, momentumrnn","latexit, momentum, lstm, ht, cell, sha1_base64, momentumlstm, test, task, tasks","{'momentumrnn': 0.5357802644766113, 'momentum': 0.4884880944757696, 'integrating': 0.47326341628430935, 'recurrent': 0.3939037544740862, 'networks': 0.22295628202247386, 'neural': 0.2132392015499082}","{'rnns': 0.4134748529030133, 'momentum': 0.3145579976253812, 'momentumrnn': 0.2678532552865881, 'momentumrnns': 0.2678532552865881, 'recurrent': 0.25249479776253575, 'cells': 0.2165500874703762, 'designing': 0.16742022744072055, 'momentumlstm': 0.13392662764329405, 'restart': 0.13392662764329405, 'nesterov': 0.12701154317707034}"
Marginal Utility for Planning in Continuous or Large Discrete Action Spaces,"Zaheen Ahmad, Levi Lelis, Michael Bowling","Sample-based planning is a powerful family of algorithms for generating intelligent behavior from a model of the environment. Generating good candidate actions is critical to the success of sample-based planners, particularly in continuous or large action spaces. Typically, candidate action generation exhausts the action space, uses domain knowledge, or more recently, involves learning a stochastic policy to provide such search guidance. In this paper we explore explicitly learning a candidate action generator by optimizing a novel objective, marginal utility. The marginal utility of an action generator measures the increase in value of an action over previously generated actions. We validate our approach in both curling, a challenging stochastic domain with continuous state and action spaces, and a location game with a discrete but large action space. We show that a generator trained with the marginal utility objective outperforms hand-coded schemes built on substantial domain knowledge, trained stochastic policies, and other natural objectives for generating actions for sampled-based planners.",https://proceedings.neurips.cc/paper_files/paper/2020/file/14da15db887a4b50efe5c1bc66537089-Paper.pdf,2020,"action, actions, based, candidate, domain, generating, generator, marginal, stochastic, utility","actions, action, utility, objective, set, state, generator, search, policy, marginal","{'marginal': 0.440605241605286, 'utility': 0.4178553037058826, 'action': 0.362822690172137, 'spaces': 0.34007275227273354, 'planning': 0.32755255797355753, 'large': 0.31141122015638645, 'discrete': 0.3086736893978577, 'continuous': 0.29056343901447507}","{'action': 0.495447335501605, 'generator': 0.24069553220719006, 'marginal': 0.24069553220719006, 'candidate': 0.2348397801352091, 'generating': 0.22842083177214403, 'utility': 0.21969141614542045, 'planners': 0.21634861281481668, 'actions': 0.2038075896974825, 'domain': 0.17468256944643426, 'stochastic': 0.15739088756330483}"
Projected Stein Variational Gradient Descent,"Peng Chen, Omar Ghattas","The curse of dimensionality is a longstanding challenge in Bayesian
inference in high dimensions. In this work, we propose a {projected
  Stein variational gradient descent} (pSVGD) method to overcome this
challenge by exploiting the fundamental property of intrinsic low
dimensionality of the data informed subspace stemming from
ill-posedness of such problems. We adaptively construct the subspace
using a gradient information matrix of the log-likelihood, and apply
pSVGD to the much lower-dimensional coefficients of the parameter
projection. The method is demonstrated to be more accurate and
efficient than SVGD. It is also shown to be more scalable with respect
to the number of parameters, samples, data points, and processor cores
via experiments with parameters dimensions ranging from the
hundreds to the tens of thousands.",https://proceedings.neurips.cc/paper_files/paper/2020/file/14faf969228fc18fcd4fcf59437b0c97-Paper.pdf,2020,"challenge, data, dimensionality, dimensions, gradient, method, parameters, psvgd, subspace, accurate","psvgd, samples, posterior, prx, svgd, data, log, wℓ, p0, rd","{'projected': 0.5892415037088339, 'stein': 0.5204865978670623, 'descent': 0.3723592073492543, 'variational': 0.37030329449874255, 'gradient': 0.325748741414815}","{'psvgd': 0.3530790908213594, 'subspace': 0.25958249812858053, 'dimensionality': 0.22703340093245034, 'dimensions': 0.2231211643482637, 'cores': 0.1765395454106797, 'processor': 0.1765395454106797, 'challenge': 0.1745654089157154, 'posedness': 0.16095677996188323, 'svgd': 0.15594024996787556, 'stemming': 0.151841446516804}"
Minimax Lower Bounds for Transfer Learning with Linear and One-hidden Layer Neural Networks,"Mohammadreza Mousavi Kalan, Zalan Fabian, Salman Avestimehr, Mahdi Soltanolkotabi","Transfer learning has emerged as a powerful technique for improving the performance of machine learning models on new domains where labeled training data may be scarce. In this approach a model trained for a source task, where plenty of labeled training data is available, is used as a starting point for training a model on a related target task with only few labeled training data. Despite recent empirical success of transfer learning approaches, the benefits and fundamental limits of transfer learning are poorly understood. In this paper we develop a statistical minimax framework to characterize the fundamental limits of transfer learning in the context of regression with linear and one-hidden layer neural network models. Specifically, we derive a lower-bound for the target generalization error achievable by any algorithm as a function of the number of labeled source and target data as well as appropriate notions of similarity between the source and target tasks. Our lower bound provides new insights into the benefits and limitations of transfer learning. We further corroborate our theoretical finding with various experiments.",https://proceedings.neurips.cc/paper_files/paper/2020/file/151d21647527d1079781ba6ae6571ffd-Paper.pdf,2020,"learning, transfer, data, labeled, target, training, source, benefits, bound, fundamental","target, source, transfer, distance, error, generalization, model, learning, lower, data","{'hidden': 0.44809082402830214, 'lower': 0.35625389626096277, 'layer': 0.35081535524576823, 'minimax': 0.325975456820944, 'transfer': 0.325975456820944, 'one': 0.319628756188022, 'bounds': 0.29750227663463696, 'linear': 0.25307024190667843, 'networks': 0.18646574119584433, 'neural': 0.17833902417248645}","{'transfer': 0.39518299101807614, 'labeled': 0.3515266347135804, 'target': 0.2843888456398068, 'source': 0.2384982817989559, 'limits': 0.19062040961825025, 'learning': 0.17675369291436024, 'training': 0.1717827177623869, 'benefits': 0.1650767058687392, 'fundamental': 0.15294386124742176, 'data': 0.15238219300821904}"
SE(3)-Transformers: 3D Roto-Translation Equivariant Attention Networks,"Fabian Fuchs, Daniel Worrall, Volker Fischer, Max Welling","We introduce the SE(3)-Transformer, a variant of the self-attention module for 3D point-clouds, which is equivariant under continuous 3D roto-translations. Equivariance is important to ensure stable and predictable performance in the presence of nuisance transformations of the data input. A positive corollary of equivariance is increased weight-tying within the model. The SE(3)-Transformer leverages the benefits of self-attention to operate on large point clouds with varying number of points, while guaranteeing SE(3)-equivariance for robustness. We evaluate our model on a toy N-body particle simulation dataset, showcasing the robustness of the predictions under rotations of the input. We further achieve competitive performance on two real-world datasets, ScanObjectNN and QM9. In all cases, our model outperforms a strong, non-equivariant attention baseline and an equivariant model without attention.",https://proceedings.neurips.cc/paper_files/paper/2020/file/15231a7ce4ba789d13b722cc5c955834-Paper.pdf,2020,"attention, model, equivariance, equivariant, se, 3d, clouds, input, performance, point","attention, se, equivariant, point, input, transformer, self, equivariance, features, set","{'roto': 0.436971010735583, 'se': 0.436971010735583, 'equivariant': 0.39840052075059973, 'translation': 0.36726044581505, 'transformers': 0.34741310640587875, '3d': 0.2942432376469878, 'attention': 0.2901194658450835, 'networks': 0.1818384109395673}","{'se': 0.3884080578673763, 'equivariant': 0.320645031908622, 'equivariance': 0.3161070257393176, 'attention': 0.2798335185646012, 'clouds': 0.21073801715954507, 'transformer': 0.1866376731168589, '3d': 0.15042689798585238, 'qm9': 0.13651825138218374, 'roto': 0.13651825138218374, 'scanobjectnn': 0.13651825138218374}"
On the equivalence of molecular graph convolution and molecular wave function with poor basis set,"Masashi Tsubaki, Teruyasu Mizoguchi","In this study, we demonstrate that the linear combination of atomic orbitals (LCAO), an approximation introduced by Pauling and Lennard-Jones in the 1920s, corresponds to graph convolutional networks (GCNs) for molecules. However, GCNs involve unnecessary nonlinearity and deep architecture. We also verify that molecular GCNs are based on a poor basis function set compared with the standard one used in theoretical calculations or quantum chemical simulations. From these observations, we describe the quantum deep field (QDF), a machine learning (ML) model based on an underlying quantum physics, in particular the density functional theory (DFT). We believe that the QDF model can be easily understood because it can be regarded as a single linear layer GCN. Moreover, it uses two vanilla feedforward neural networks to learn an energy functional and a Hohenberg--Kohn map that have nonlinearities inherent in quantum physics and the DFT. For molecular energy prediction tasks, we demonstrated the viability of an ``extrapolation,'' in which we trained a QDF model with small molecules, tested it with large molecules, and achieved high extrapolation performance. We believe that we should move away from the competition of interpolation accuracy within benchmark datasets and evaluate ML models based on physics using an extrapolation setting; this will lead to reliable and practical applications, such as fast, large-scale molecular screening for discovering effective materials.",https://proceedings.neurips.cc/paper_files/paper/2020/file/1534b76d325a8f591b52d302e7181331-Paper.pdf,2020,"quantum, based, extrapolation, gcns, model, molecular, molecules, physics, qdf, believe","molecular, basis, model, energy, gcn, atomic, lcao, vector, function, functions","{'molecular': 0.5917917945738602, 'poor': 0.3349829643512881, 'basis': 0.31768666163690285, 'wave': 0.31768666163690285, 'equivalence': 0.2958958972869301, 'set': 0.2958958972869301, 'convolution': 0.2815426877426103, 'function': 0.22556753094761336, 'graph': 0.17453794832031022}","{'quantum': 0.3337486942547589, 'qdf': 0.3096131543332253, 'extrapolation': 0.24239962726688835, 'gcns': 0.24239962726688835, 'molecules': 0.23896900806338328, 'molecular': 0.21882855913401042, 'physics': 0.20848425801919274, 'dft': 0.19575118710782347, 'believe': 0.15526084724458739, 'ml': 0.1389895053461285}"
The Power of Predictions in Online Control,"Chenkai Yu, Guanya Shi, Soon-Jo Chung, Yisong Yue, Adam Wierman","We study the impact of predictions in online Linear Quadratic Regulator control with both stochastic and adversarial disturbances in the dynamics. In both settings, we characterize the optimal policy and derive tight bounds on the minimum cost and dynamic regret. Perhaps surprisingly, our analysis shows that the conventional greedy MPC approach is a near-optimal policy in both stochastic and adversarial settings. Specifically, for length-$T$ problems, MPC requires only $O(\log T)$ predictions to reach $O(1)$ dynamic regret, which matches (up to lower-order terms) our lower bound on the required prediction horizon for constant regret.",https://proceedings.neurips.cc/paper_files/paper/2020/file/155fa09596c7e18e50b58eb7e0c6ccb4-Paper.pdf,2020,"regret, adversarial, dynamic, lower, mpc, optimal, policy, predictions, settings, stochastic","optimal, predictions, policy, wt, regret, mpc, ut, cost, control, stochastic","{'power': 0.5796380668943883, 'predictions': 0.5549493546198336, 'control': 0.4571637507632838, 'online': 0.3834738976801587}","{'mpc': 0.3882716036017932, 'regret': 0.3014419322550915, 'dynamic': 0.22115260464310182, 'regulator': 0.20470543534593352, 'predictions': 0.20340943028484856, 'lower': 0.1809501978157258, 'disturbances': 0.1808196383613015, 'settings': 0.17998170220823267, 'stochastic': 0.17539200891430906, 'adversarial': 0.17480947941695354}"
Learning Affordance Landscapes for Interaction Exploration in 3D Environments,"Tushar Nagarajan, Kristen Grauman","Embodied agents operating in human spaces must be able to master how their environment works: what objects can the agent use, and how can it use them? We introduce a reinforcement learning approach for exploration for interaction, whereby an embodied agent autonomously discovers the affordance landscape of a new unmapped 3D environment (such as an unfamiliar kitchen).  Given an egocentric RGB-D camera and a high-level action space, the agent is rewarded for maximizing successful interactions while simultaneously training an image-based affordance segmentation model.  The former yields a policy for acting efficiently in new environments to prepare for downstream interaction tasks, while the latter yields a convolutional neural network that maps image regions to the likelihood they permit each action, densifying the rewards for exploration.  We demonstrate our idea with AI2-iTHOR.  The results show agents can learn how to use new home environments intelligently and that it prepares them to rapidly address various downstream tasks like ""find a knife and put it in the drawer."" Project page: http://vision.cs.utexas.edu/projects/interaction-exploration/",https://proceedings.neurips.cc/paper_files/paper/2020/file/15825aee15eb335cc13f9b559f166ee8-Paper.pdf,2020,"agent, exploration, interaction, new, use, action, affordance, agents, downstream, embodied","interaction, agent, interactions, exploration, objects, affordance, policy, environment, agents, new","{'affordance': 0.4791170289400831, 'landscapes': 0.45437859728815516, 'interaction': 0.41208796904885814, 'environments': 0.3945357724614891, 'exploration': 0.34176013392085614, '3d': 0.3226231084982492, 'learning': 0.1327642031754237}","{'affordance': 0.2544295624319999, 'interaction': 0.23485181938884314, 'embodied': 0.23197161293748433, 'exploration': 0.211714221103525, 'agent': 0.19055778088589118, 'downstream': 0.1431684719074163, 'yields': 0.14213981495942227, 'use': 0.1413074646902042, 'environments': 0.13970257819017845, 'environment': 0.13109380296332937}"
Cooperative Multi-player Bandit Optimization,"Ilai Bistritz, Nicholas Bambos","Consider a team of cooperative players that take actions in a networked-environment. At each turn, each player chooses an action and receives a reward that is an unknown function of all the players' actions. The goal of the team of players is to learn to play together the action profile that maximizes the sum of their rewards. However, players cannot observe the actions or rewards of other players, and can only get this information by communicating with their neighbors. We design a distributed learning algorithm that overcomes the informational bias players have towards maximizing the rewards of nearby players they got more information about. We assume twice continuously differentiable reward functions and constrained convex and compact action sets. Our communication graph is a random time-varying graph that follows an ergodic Markov chain. We prove that even if at every turn players take actions based only on the small random subset of the players' rewards that they know, our algorithm converges with probability 1 to the set of stationary points of (projected) gradient ascent on the sum of rewards function. Hence, if the sum of rewards is concave, then the algorithm converges with probability 1 to the optimal action profile.",https://proceedings.neurips.cc/paper_files/paper/2020/file/15ae3b9d6286f1b2a489ea4f3f4abaed-Paper.pdf,2020,"players, rewards, action, actions, algorithm, sum, converges, function, graph, information","players, player, algorithm, rewards, xn, communication, action, un, reward, gradient","{'player': 0.547519930155065, 'cooperative': 0.5104209483373512, 'bandit': 0.4784162110599771, 'multi': 0.3369865542777875, 'optimization': 0.3118499203341108}","{'players': 0.650370082008328, 'rewards': 0.3404118165118021, 'actions': 0.2105332198683882, 'action': 0.19192389309420602, 'profile': 0.16321037564235175, 'sum': 0.15901528415894658, 'team': 0.15341254356287387, 'turn': 0.1307397952045772, 'converges': 0.11102767574947361, 'take': 0.10756972583372175}"
Tight First- and Second-Order Regret Bounds for Adversarial Linear Bandits,"Shinji Ito, Shuichi Hirahara, Tasuku Soma, Yuichi Yoshida","We propose novel algorithms with first- and second-order regret bounds for adversarial linear bandits. These regret bounds imply that our algorithms perform well when there is an action achieving a small cumulative loss or the loss has a small variance. In addition, we need only assumptions weaker than those of existing algorithms; our algorithms work on discrete action sets as well as continuous ones without a priori knowledge about losses, and they run efficiently if a linear optimization oracle for the action set is available. These results are obtained by combining optimistic online optimization, continuous multiplicative weight update methods, and a novel technique that we refer to as distribution truncation. We also show that the regret bounds of our algorithms are tight up to polylogarithmic factors.",https://proceedings.neurips.cc/paper_files/paper/2020/file/15bb63b28926cd083b15e3b97567bbea-Paper.pdf,2020,"algorithms, action, bounds, regret, continuous, linear, loss, novel, optimization, small","ℓt, regret, pt, bound, mt, algorithm, loss, order, algorithms, linear","{'first': 0.3994687421052393, 'tight': 0.3913866886553238, 'second': 0.38425781228431993, 'order': 0.3274685792770371, 'regret': 0.31776376123583955, 'bounds': 0.315562591621268, 'bandits': 0.30561806834160565, 'linear': 0.26843324461805135, 'adversarial': 0.25756373892789675}","{'algorithms': 0.3072888775384746, 'action': 0.2897073764073926, 'regret': 0.2811984848031182, 'bounds': 0.25274309696880876, 'polylogarithmic': 0.19095836408561542, 'continuous': 0.17034250522500288, 'truncation': 0.16867662686960813, 'small': 0.16471887236150612, 'weaker': 0.16049452298480557, 'loss': 0.15308996874130823}"
Just Pick a Sign: Optimizing Deep Multitask Models with Gradient Sign Dropout,"Zhao Chen, Jiquan Ngiam, Yanping Huang, Thang Luong, Henrik Kretzschmar, Yuning Chai, Dragomir Anguelov","The vast majority of deep models use multiple gradient signals, typically corresponding to a sum of multiple loss terms, to update a shared set of trainable weights. However, these multiple updates can impede optimal training by pulling the model in conflicting directions. We present Gradient Sign Dropout (GradDrop), a probabilistic masking procedure which samples gradients at an activation layer based on their level of consistency. GradDrop is implemented as a simple deep layer that can be used in any deep net and synergizes with other gradient balancing approaches. We show that GradDrop outperforms the state-of-the-art multiloss methods within traditional multitask and transfer learning settings, and we discuss how GradDrop reveals links between optimal multiloss training and gradient stochasticity.",https://proceedings.neurips.cc/paper_files/paper/2020/file/16002f7a455a94aa4e91cc34ebdb9f2d-Paper.pdf,2020,"graddrop, gradient, deep, multiple, layer, multiloss, optimal, training, activation, approaches","graddrop, gradient, loss, learning, multitask, gradients, methods, also, gradnorm, sign","{'sign': 0.6723940718337139, 'pick': 0.35450112736008904, 'dropout': 0.33619703591685696, 'multitask': 0.33619703591685696, 'optimizing': 0.3131366079244575, 'gradient': 0.19597787213024317, 'models': 0.18576984787500336, 'deep': 0.15870088524676976}","{'graddrop': 0.5944234646095851, 'multiloss': 0.29721173230479253, 'gradient': 0.21241249655021197, 'multiple': 0.18352757039339385, 'synergizes': 0.14860586615239627, 'layer': 0.1422489497992296, 'deep': 0.14091567825197873, 'pulling': 0.13548874640916198, 'impede': 0.13126597703981316, 'multitask': 0.13126597703981316}"
A Loss Function for Generative Neural Networks Based on Watson’s Perceptual Model,"Steffen Czolbe, Oswin Krause, Ingemar Cox, Christian Igel","To train  Variational Autoencoders (VAEs) to generate realistic imagery requires a loss function that reflects human perception of image similarity. We propose such a loss function based on Watson's perceptual model, which computes a weighted distance in frequency space and accounts for luminance and contrast masking. We extend the model to color images, increase its robustness to translation by using the Fourier Transform, remove artifacts due to splitting the image into blocks, and make it differentiable. 
In experiments, VAEs trained with the new loss function generated realistic, high-quality image samples. Compared to using the Euclidean distance and the Structural Similarity Index, the images were less blurry; compared to deep neural network based losses, the new approach required less computational resources and generated images with less artifacts.",https://proceedings.neurips.cc/paper_files/paper/2020/file/165a59f7cf3b5c4396ba65953d679f17-Paper.pdf,2020,"function, image, images, less, loss, artifacts, based, compared, distance, generated","loss, model, image, watson, images, perceptual, trained, function, based, lpips","{'watson': 0.49327373274864084, 'perceptual': 0.467804342628467, 'loss': 0.34264935361234716, 'function': 0.3321558103496315, 'generative': 0.2963168952598168, 'model': 0.2755726827772787, 'based': 0.25628682995242796, 'networks': 0.2052678770846837, 'neural': 0.19632170852656458}","{'artifacts': 0.2579023385311309, 'less': 0.24722782270408725, 'vaes': 0.22974469054693117, 'images': 0.22320960147479293, 'image': 0.19180642808319778, 'loss': 0.19180642808319778, 'similarity': 0.18906294753404032, 'realistic': 0.18664899591948972, 'distance': 0.17123302730371648, 'generated': 0.17123302730371648}"
Dynamic Fusion of Eye Movement Data and Verbal Narrations in Knowledge-rich Domains,"Ervine Zheng, Qi Yu, Rui Li, Pengcheng Shi, Anne Haake","We propose to jointly analyze experts' eye movements and verbal narrations to discover important and interpretable knowledge patterns to better understand their decision-making processes. The discovered patterns can further enhance data-driven statistical models by fusing experts' domain knowledge to support complex human-machine collaborative decision-making. Our key contribution is a novel dynamic Bayesian nonparametric model that assigns latent knowledge patterns into key phases involved in complex decision-making. Each phase is characterized by a unique distribution of word topics discovered from verbal narrations and their dynamic interactions with eye movement patterns, indicating experts' special perceptual behavior within a given decision-making stage. A new split-merge-switch sampler is developed to efficiently explore the posterior state space with an improved mixing rate. Case studies on diagnostic error prediction and disease morphology categorization help demonstrate the effectiveness of the proposed model and discovered knowledge patterns.",https://proceedings.neurips.cc/paper_files/paper/2020/file/16837163fee34175358a47e0b51485ff-Paper.pdf,2020,"patterns, decision, knowledge, making, discovered, experts, complex, dynamic, eye, key","patterns, eye, model, phase, data, decision, movements, knowledge, verbal, state","{'eye': 0.362957427997247, 'narrations': 0.362957427997247, 'verbal': 0.362957427997247, 'movement': 0.34421670916925406, 'rich': 0.34421670916925406, 'domains': 0.3206061957275433, 'fusion': 0.3206061957275433, 'knowledge': 0.2521259897603972, 'dynamic': 0.24440469989566005, 'data': 0.19732610856327434}","{'patterns': 0.3719060205841223, 'experts': 0.26524013177823336, 'discovered': 0.2573449327680002, 'decision': 0.22921523159977825, 'making': 0.22871517639100788, 'narrations': 0.2280976586879446, 'verbal': 0.2280976586879446, 'knowledge': 0.20925313122120848, 'eye': 0.20214644065919044, 'dynamic': 0.1299203723988205}"
Scalable Multi-Agent Reinforcement Learning for Networked Systems with Average Reward,"Guannan Qu, Yiheng Lin, Adam Wierman, Na Li","It has long been recognized that multi-agent reinforcement learning (MARL) faces significant scalability issues due to the fact that the size of the state and action spaces are exponentially large in the number of agents. In this paper, we identify a rich class of networked MARL problems where the model exhibits a local dependence structure that allows it to be solved in a scalable manner. Specifically, we propose a Scalable Actor-Critic (SAC) method that can learn a near optimal localized policy for optimizing the average reward with complexity scaling with the state-action space size of local neighborhoods, as opposed to the entire network. Our result centers around identifying and exploiting an exponential decay property that ensures the effect of agents on each other decays exponentially fast in their graph distance.",https://proceedings.neurips.cc/paper_files/paper/2020/file/168efc366c449fab9c2843e9b54e2a18-Paper.pdf,2020,"action, agents, exponentially, local, marl, scalable, size, state, actor, agent","al, et, decay, exponential, reward, state, action, property, si, ai","{'networked': 0.445410777199925, 'average': 0.42820499864828254, 'reward': 0.367702857793131, 'scalable': 0.3491530157135872, 'systems': 0.3452930758387114, 'agent': 0.32104289298556826, 'multi': 0.25533674872763956, 'reinforcement': 0.23813097017599708, 'learning': 0.13014390922817295}","{'marl': 0.3063640674783877, 'exponentially': 0.23881146515043755, 'scalable': 0.20901741532043608, 'agents': 0.18530553257452761, 'action': 0.18433844047347717, 'size': 0.1683114439295435, 'local': 0.16348855545293417, 'decays': 0.1609913426802726, 'networked': 0.1609913426802726, 'sac': 0.1609913426802726}"
Optimizing Neural Networks via Koopman Operator Theory,"Akshunna S. Dogra, William Redman","Koopman operator theory, a powerful framework for discovering the underlying dynamics of nonlinear dynamical systems, was recently shown to be intimately connected with neural network training. In this work, we take the first steps in making use of this connection. As Koopman operator theory is a linear theory, a successful implementation of it in evolving network weights and biases offers the promise of accelerated training, especially in the context of deep networks, where optimization is inherently a non-convex problem. We show that Koopman operator theoretic methods allow for accurate predictions of weights and biases of feedforward, fully connected deep networks over a non-trivial range of training time. During this window, we find that our approach is >10x faster than various gradient descent based methods (e.g. Adam, Adadelta, Adagrad), in line with our complexity analysis. We end by highlighting open questions in this exciting intersection between dynamical systems and neural network theory. We highlight additional methods by which our results could be expanded to broader classes of networks and larger training intervals, which shall be the focus of future work.",https://proceedings.neurips.cc/paper_files/paper/2020/file/169806bb68ccbf5e6f96ddc60c40a044-Paper.pdf,2020,"theory, training, koopman, methods, network, networks, operator, biases, connected, deep","training, koopman, nn, weights, biases, weight, kot, nns, dynamical, adadelta","{'koopman': 0.521015736530576, 'optimizing': 0.46022166876419174, 'operator': 0.42903786269385363, 'theory': 0.42903786269385363, 'via': 0.24204274340946094, 'networks': 0.21681226277629903, 'neural': 0.20736295645612998}","{'koopman': 0.4108616995255064, 'operator': 0.2596357109988678, 'theory': 0.2576885808251246, 'biases': 0.18063242270792937, 'dynamical': 0.17309047399924515, 'connected': 0.16855416874679535, 'training': 0.15598514399332888, 'weights': 0.13815954742927236, 'adadelta': 0.13695389984183545, 'systems': 0.13109541990375748}"
SVGD as a kernelized Wasserstein gradient flow of the chi-squared divergence,"Sinho Chewi, Thibaut Le Gouic, Chen Lu, Tyler Maunu, Philippe Rigollet","Stein Variational Gradient Descent (SVGD), a popular sampling algorithm, is often described as the kernelized gradient flow for the Kullback-Leibler divergence in the geometry of optimal transport. We introduce a new perspective on SVGD that instead views SVGD as the kernelized gradient flow of the chi-squared divergence. Motivated by this perspective, we provide a convergence analysis of the chi-squared gradient flow. We also show that our new perspective provides better guidelines for choosing effective kernels for SVGD.",https://proceedings.neurips.cc/paper_files/paper/2020/file/16f8e136ee5693823268874e58795216-Paper.pdf,2020,"gradient, svgd, flow, perspective, chi, divergence, kernelized, new, squared, algorithm","µt, gradient, dπ, dµt, inequality, svgd, divergence, wasserstein, ﬂow, lawgd","{'chi': 0.41020827878956323, 'svgd': 0.41020827878956323, 'kernelized': 0.38902783882411235, 'squared': 0.38902783882411235, 'divergence': 0.3316391975819317, 'flow': 0.32613543897978775, 'wasserstein': 0.3049549990143369, 'gradient': 0.22677430169560286}","{'svgd': 0.5704402381860318, 'chi': 0.2852201190930159, 'flow': 0.2822167617088498, 'kernelized': 0.27772326559499777, 'perspective': 0.26080229685795203, 'gradient': 0.230769308731542, 'squared': 0.2174291655622682, 'divergence': 0.1939690147540286, 'guidelines': 0.14261005954650796, 'choosing': 0.13294705421144998}"
Adversarial Robustness of Supervised Sparse Coding,"Jeremias Sulam, Ramchandran Muthukumar, Raman Arora","Several recent results provide theoretical insights into the phenomena of adversarial examples. Existing results, however, are often limited due to a gap between the simplicity of the models studied and the complexity of those deployed in practice. In this work, we strike a better balance by considering a model that involves learning a representation while at the same time giving a precise generalization bound and a robustness certificate. 
We focus on the hypothesis class obtained by combining a sparsity-promoting encoder coupled with a linear classifier, and show an interesting interplay between the expressivity and stability of the (supervised) representation map and a notion of margin in the feature space. We bound the robust risk (to $\ell_2$-bounded perturbations) of hypotheses parameterized by dictionaries that achieve a mild encoder gap on training data. Furthermore, we provide a robustness certificate for end-to-end classification. We demonstrate the applicability of our analysis by computing certified accuracy on real data, and compare with other alternatives for certified robustness.",https://proceedings.neurips.cc/paper_files/paper/2020/file/170f6aa36530c364b77ddf83a84e7351-Paper.pdf,2020,"robustness, bound, certificate, certified, data, encoder, end, gap, provide, representation","al, et, encoder, adversarial, gap, bound, learning, ϕd, robustness, sparse","{'coding': 0.5566130439695368, 'robustness': 0.4602937110197751, 'sparse': 0.4236693474512259, 'supervised': 0.39952297801761477, 'adversarial': 0.373091534271148}","{'certificate': 0.2761856216084556, 'certified': 0.24658104766675443, 'robustness': 0.23615242159246616, 'encoder': 0.23496665751548296, 'gap': 0.17281079842460553, 'dictionaries': 0.15903860194306804, 'strike': 0.15289509777507843, 'end': 0.15156654819155044, 'interplay': 0.14094439853145305, 'promoting': 0.14094439853145305}"
Differentiable Meta-Learning of Bandit Policies,"Craig Boutilier, Chih-wei Hsu, Branislav Kveton, Martin Mladenov, Csaba Szepesvari, Manzil Zaheer","Exploration policies in Bayesian bandits maximize the average reward over problem instances drawn from some distribution P. In this work, we learn such policies for an unknown distribution P using samples from P. Our approach is a form of meta-learning and exploits properties of P without making strong assumptions about its form. To do this, we parameterize our policies in a differentiable way and optimize them by policy gradients, an approach that is pleasantly general and easy to implement. We derive effective gradient estimators and propose novel variance reduction techniques. We also analyze and experiment with various bandit policy classes, including neural networks and a novel softmax policy. The latter has regret guarantees and is a natural starting point for our optimization. Our experiments show the versatility of our approach. We also observe that neural network policies can learn implicit biases expressed only through the sampled instances.",https://proceedings.neurips.cc/paper_files/paper/2020/file/171ae1bbb81475eb96287dd78565b38b-Paper.pdf,2020,"policies, approach, policy, also, distribution, form, instances, learn, neural, novel","bandit, policy, policies, arm, problem, regret, reward, softelim, bayes, gradband","{'bandit': 0.5259271948842966, 'policies': 0.5125512039936597, 'differentiable': 0.5009643936509405, 'meta': 0.41722221821147754, 'learning': 0.18881775840853773}","{'policies': 0.3912677246909961, 'policy': 0.23783217824644046, 'instances': 0.2190629877456851, 'pleasantly': 0.18720058364713657, 'form': 0.17050004843163158, 'approach': 0.16461291655766766, 'versatility': 0.15733622624382126, 'expressed': 0.14448720009775765, 'parameterize': 0.13916772711182124, 'softmax': 0.13916772711182124}"
