Title,Authors,Abstract,PDF URL,Publication date,TF-IDF given Paper-wise Abstract,TF-IDF given Paper-wise Full Text,TF-IDF given the whole Title,TF-IDF given the whole Abstract
Differentially Private Distributed Data Summarization under Covariate Shift,"Kanthi Sarpatwar, Karthikeyan Shanmugam, Venkata Sitaramagiridharganesh Ganapavarapu, Ashish Jagmohan, Roman Vaculin","We envision Artificial Intelligence marketplaces to be platforms where consumers, with very less data for a target task, can obtain a relevant model by accessing many private data sources with vast number of data samples.  One of the key challenges is to construct a training dataset that matches a target task without compromising on privacy of the data sources. To this end, we consider the following distributed data summarizataion problem. Given K private source datasets denoted by $[D_i]_{i\in [K]}$ and a small target validation set $D_v$, which may involve a considerable covariate shift with respect to the sources, compute a summary dataset $D_s\subseteq \bigcup_{i\in [K]} D_i$ such that its statistical distance from the validation dataset $D_v$ is minimized. We use the popular Maximum Mean Discrepancy as the measure of statistical distance. The non-private problem has received considerable attention in prior art, for example in prototype selection (Kim et al., NIPS 2016). Our work is the first to obtain strong differential privacy guarantees while ensuring the quality guarantees of the non-private version. We study this problem in a Parsimonious Curator Privacy Model, where a trusted curator coordinates the summarization process while minimizing the amount of private information accessed. Our central result is a novel protocol that (a) ensures the curator does not access more than $O(K^{\frac{1}{3}}|D_s| + |D_v|)$ points (b) has formal privacy guarantees on the leakage of information between the data owners and (c) closely matches the  best known non-private greedy algorithm. Our protocol uses two hash functions, one inspired by the Rahimi-Recht random features method and the second leverages state of the art differential privacy mechanisms. We introduce a novel ``noiseless'' differentially private auctioning protocol, which may be of independent interest.  Apart from theoretical guarantees, we demonstrate the efficacy of our protocol using real-world datasets.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3c88c1db16b9523b4dcdcd572aa1e16a-Paper.pdf,2019,"private, data, privacy, guarantees, protocol, curator, d_v, dataset, non, problem","data, private, points, algorithm, ds, privacy, h1, al, et, aggregator","{'covariate': 0.4380882490277203, 'summarization': 0.4380882490277203, 'shift': 0.4122588774116965, 'differentially': 0.3736461667070842, 'distributed': 0.3422739033695672, 'private': 0.33556211520786944, 'data': 0.27719158381412407}","{'private': 0.37749739606427685, 'protocol': 0.27051509924867084, 'curator': 0.24836906346204984, 'd_v': 0.24836906346204984, 'privacy': 0.2474695832220763, 'sources': 0.18226239029411076, 'd_s': 0.16557937564136657, 'd_i': 0.1567108100546894, 'guarantees': 0.15241711266160513, 'data': 0.1348273313680775}"
On Fenchel Mini-Max Learning,"Chenyang Tao, Liqun Chen, Shuyang Dai, Junya Chen, Ke Bai, Dong Wang, Jianfeng Feng, Wenlian Lu, Georgiy Bobashev, Lawrence Carin","Inference, estimation, sampling and likelihood evaluation are four primary goals of probabilistic modeling. Practical considerations often force modeling approaches to make compromises between these objectives. We present a novel probabilistic learning framework, called Fenchel Mini-Max Learning (FML), that accommodates all four desiderata in a flexible and scalable manner. Our derivation is rooted in classical maximum likelihood estimation, and it overcomes a longstanding challenge that prevents unbiased estimation of unnormalized statistical models. By reformulating MLE as a mini-max game, FML enjoys an unbiased training objective that (i) does not explicitly involve the intractable normalizing constant and (ii) is directly amendable to stochastic gradient descent optimization. To demonstrate the utility of the proposed approach, we consider learning unnormalized statistical models, nonparametric density estimation and training generative models, with encouraging empirical results presented.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3cc697419ea18cc98d525999665cb94a-Paper.pdf,2019,"estimation, learning, models, fml, four, likelihood, max, mini, modeling, probabilistic","pθ, log, fml, likelihood, model, ψθ, learning, models, estimation, distribution","{'fenchel': 0.5901121397878649, 'mini': 0.5901121397878649, 'max': 0.5186852899120694, 'learning': 0.1857441653964054}","{'fml': 0.2841050587194472, 'estimation': 0.27020408478838814, 'unnormalized': 0.25809160104187967, 'mini': 0.19961523380867535, 'unbiased': 0.19585915301311696, 'four': 0.19084778843127073, 'max': 0.18005122800917708, 'likelihood': 0.1577321757042687, 'probabilistic': 0.15709063040020368, 'modeling': 0.14251527844879486}"
Optimizing Generalized Rate Metrics with Three Players,"Harikrishna Narasimhan, Andrew Cotter, Maya Gupta","We present a general framework for solving a large class of learning problems with non-linear functions of classification rates. This includes problems where one wishes to optimize a non-decomposable performance metric such as the F-measure or G-mean, and constrained training problems where the classifier needs to satisfy non-linear rate constraints such as predictive parity fairness, distribution divergences or churn ratios. We extend previous two-player game approaches for constrained optimization to an approach with three players to decouple the classifier rates from the non-linear objective, and seek to find an equilibrium of the game. Our approach generalizes many existing algorithms, and makes possible new algorithms with more flexibility and tighter handling of non-linear rate constraints. We provide convergence guarantees for convex functions of rates, and show how our methodology can be extended to handle sums-of-ratios of rates. Experiments on different fairness tasks confirm the efficacy of our approach.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3ce257b311e5acf849992f5a675188e8-Paper.pdf,2019,"non, linear, rates, approach, problems, algorithms, classifier, constrained, constraints, fairness","l2, player, algorithm, rate, rk, rates, constraints, model, convex, l1","{'players': 0.4512896500757907, 'three': 0.4512896500757907, 'metrics': 0.42711821057867344, 'optimizing': 0.42711821057867344, 'rate': 0.3397038387080723, 'generalized': 0.3352859582805168}","{'rates': 0.3246933734755956, 'non': 0.2698026542219973, 'linear': 0.23387222587174777, 'ratios': 0.22624754186930576, 'fairness': 0.19578457092542564, 'game': 0.18365974871449742, 'classifier': 0.17968605172569116, 'constrained': 0.17438434352701748, 'problems': 0.16851940496059667, 'constraints': 0.15613914836851306}"
Stability of Graph Scattering Transforms,"Fernando Gama, Alejandro Ribeiro, Joan Bruna","Scattering transforms are non-trainable deep convolutional architectures that exploit the multi-scale resolution of a wavelet filter bank to obtain an appropriate representation of data. More importantly, they are proven invariant to translations, and stable to perturbations that are close to translations. This stability property dons the scattering transform with a robustness to small changes in the metric domain of the data. When considering network data, regular convolutions do not hold since the data domain presents an irregular structure given by the network topology. In this work, we extend scattering transforms to network data by using multi-resolution graph wavelets, whose computation can be obtained by means of graph convolutions. Furthermore, we prove that the resulting graph scattering transforms are stable to metric perturbations of the underlying network. This renders graph scattering transforms robust to changes on the network topology, making it particularly useful for cases of transfer learning, topology estimation or time-varying graphs.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3ce3bd7d63a2c9c81983cc8e9bd02ae5-Paper.pdf,2019,"data, network, scattering, graph, transforms, topology, changes, convolutions, domain, metric","graph, scattering, data, wavelets, wavelet, gst, stability, perturbations, gft, output","{'scattering': 0.5586849392144346, 'transforms': 0.5586849392144346, 'stability': 0.5188521629211751, 'graph': 0.32639655393699435}","{'scattering': 0.5149775040247732, 'transforms': 0.35138010799657504, 'topology': 0.25269962390389017, 'translations': 0.20599100160990924, 'graph': 0.20206487344966814, 'network': 0.18475832394419003, 'convolutions': 0.1593191788607372, 'data': 0.15386640125361306, 'resolution': 0.15359641343690292, 'stable': 0.14879359625500144}"
A Geometric Perspective on Optimal Representations for Reinforcement Learning,"Marc Bellemare, Will Dabney, Robert Dadashi, Adrien Ali Taiga, Pablo Samuel Castro, Nicolas Le Roux, Dale Schuurmans, Tor Lattimore, Clare Lyle","We propose a new perspective on representation learning in reinforcement learning based on geometric properties of the space of value functions. From there, we provide formal evidence regarding the usefulness of value functions as auxiliary tasks in reinforcement learning. Our formulation considers adapting the representation to minimize the (linear) approximation of the value function of all stationary policies for a given environment. We show that this optimization reduces to making accurate predictions regarding a special class of value functions which we call adversarial value functions (AVFs). We demonstrate that using value functions as auxiliary tasks corresponds to an expected-error relaxation of our formulation, with AVFs a natural candidate, and identify a close relationship with proto-value functions (Mahadevan, 2005). We highlight characteristics of AVFs and their usefulness as auxiliary tasks in a series of experiments on the four-room domain.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3cf2559725a9fdfa602ec8c887440f32-Paper.pdf,2019,"value, functions, auxiliary, avfs, learning, tasks, formulation, regarding, reinforcement, representation","value, representation, latexit, functions, al, et, learning, function, tasks, auxiliary","{'geometric': 0.5449875775723328, 'perspective': 0.49394332158802046, 'representations': 0.40945266887820647, 'optimal': 0.36152775371240226, 'reinforcement': 0.34697221561078273, 'learning': 0.20066143672553735}","{'value': 0.45531973321488856, 'avfs': 0.3913491267090144, 'functions': 0.3277099718758914, 'auxiliary': 0.25875117422106425, 'usefulness': 0.2177240872438991, 'regarding': 0.2021468331124165, 'formulation': 0.15359495872960247, 'tasks': 0.13353921756008783, '2005': 0.13044970890300478, 'mahadevan': 0.13044970890300478}"
More Is Less: Learning Efficient Video Representations by Big-Little Network and Depthwise Temporal Aggregation,"Quanfu Fan, Chun-Fu (Richard) Chen, Hilde Kuehne, Marco Pistoia, David Cox","Current state-of-the-art models for video action recognition are mostly based on expensive 3D ConvNets. This results in a need for large GPU clusters to train and evaluate such architectures. To address this problem, we present an lightweight and memory-friendly architecture for action recognition that performs on par with or better than current architectures by using only a fraction of resources.
The proposed architecture is based on a combination of a deep subnet operating on low-resolution frames with a compact subnet operating on high-resolution frames, allowing for high efficiency and accuracy at the same time. We demonstrate that our approach achieves a reduction by 3~4 times in FLOPs and ~2 times in memory usage compared to the baseline. This enables training deeper models with more input frames under the same computational budget.  To further obviate the need for large-scale 3D convolutions, a temporal aggregation module is proposed to model temporal dependencies in a video at very small additional computational costs. Our models achieve strong performance on several action recognition benchmarks including Kinetics, Something-Something and Moments-in-time. The code and models are available at \url{https://github.com/IBM/bLVNet-TAM}.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3d779cae2d46cf6a8a99a35ba4167977-Paper.pdf,2019,"models, action, frames, recognition, 3d, architecture, architectures, based, computational, current","temporal, frames, rgb, input, video, 50, models, something, tam, tsn","{'depthwise': 0.38674956975882857, 'less': 0.38674956975882857, 'big': 0.351337692159445, 'little': 0.351337692159445, 'aggregation': 0.3227477384802813, 'video': 0.3099084512079112, 'temporal': 0.2838111157923406, 'representations': 0.24839923819295703, 'network': 0.22656174745770966, 'efficient': 0.2129873605935735}","{'frames': 0.2887261379414158, 'subnet': 0.24842826749406074, 'recognition': 0.23464692324695624, 'action': 0.21419316614388512, 'something': 0.2123754576977544, 'operating': 0.20293468669337636, 'resolution': 0.16827854221701216, 'video': 0.1564312821646375, 'times': 0.15357585750110586, '3d': 0.14930794538642228}"
Provably Efficient Q-learning with Function Approximation via Distribution Shift Error Checking Oracle,"Simon S. Du, Yuping Luo, Ruosong Wang, Hanrui Zhang","Q-learning with function approximation is one of the most popular methods in reinforcement learning. Though the idea of using function approximation was proposed at least 60 years ago, even in the simplest setup, i.e, approximating Q-functions with linear functions, it is still an open problem how to design a provably efficient algorithm that learns a near-optimal policy. The key challenges are how to efficiently explore the state space and how to decide when to stop exploring in conjunction with the function approximation scheme.

The current paper presents a provably efficient algorithm for Q-learning with linear function approximation. Under certain regularity assumptions, our algorithm, Difference Maximization Q-learning, combined with linear function approximation, returns a near-optimal policy using polynomial number of trajectories. Our algorithm introduces a new notion, the Distribution Shift Error Checking (DSEC) oracle. This oracle tests whether there exists a function in the function class that predicts well on a distribution $\mathcal{D}_1$, but predicts poorly on another distribution $\mathcal{D}_2$, where $\mathcal{D}_1$ and $\mathcal{D}_2$ are distributions over states induced by two different exploration policies. For the linear function class, this oracle is equivalent to solving a top eigenvalue problem. We believe our algorithmic insights, especially the DSEC oracle, are also useful in designing and analyzing reinforcement learning algorithms with general function approximation.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3d8e03e8b133b16f13a586f0c01b6866-Paper.pdf,2019,"function, approximation, learning, algorithm, linear, mathcal, oracle, distribution, _1, _2","function, algorithm, learning, policy, oracle, h0, linear, state, approximation, sh","{'checking': 0.40880111301250155, 'oracle': 0.3713701341350907, 'shift': 0.3494744151265196, 'provably': 0.3218890715379058, 'error': 0.31204343624910874, 'distribution': 0.3077210109630409, 'function': 0.2932343566168691, 'approximation': 0.28182335121499685, 'efficient': 0.22513139477451294, 'via': 0.2109633341996481}","{'function': 0.34397191653459547, 'approximation': 0.30077223810696957, 'oracle': 0.28765073979595496, 'mathcal': 0.2809882933996897, 'dsec': 0.21410525894003954, '_1': 0.20263760770625955, '_2': 0.20263760770625955, 'linear': 0.1665970072333889, 'predicts': 0.1535783926587565, 'near': 0.12937783797110256}"
Learner-aware Teaching: Inverse Reinforcement Learning with Preferences and Constraints,"Sebastian Tschiatschek, Ahana Ghosh, Luis Haug, Rati Devidze, Adish Singla","Inverse reinforcement learning (IRL) enables an agent to learn complex behavior by observing demonstrations from a (near-)optimal policy. The typical assumption is that the learner's goal is to match the teacher’s demonstrated behavior. In this paper, we consider the setting where the learner has its own preferences that it additionally takes into consideration. These preferences can for example capture behavioral biases, mismatched worldviews, or physical constraints. We study two teaching approaches: learner-agnostic teaching, where the teacher provides demonstrations from an optimal policy ignoring the learner's preferences, and learner-aware teaching, where the teacher accounts for the learner’s preferences. We design learner-aware teaching algorithms and show that significant performance improvements can be achieved over learner-agnostic teaching.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3de568f8597b94bda53149c7d7f5958c-Paper.pdf,2019,"learner, teaching, preferences, teacher, agnostic, aware, behavior, demonstrations, optimal, policy","learner, teaching, teacher, policy, µr, preferences, constraints, aware, reward, al","{'preferences': 0.4426167024211798, 'learner': 0.4248444883322438, 'teaching': 0.39979595942851903, 'constraints': 0.36823854512629445, 'aware': 0.35203039618721166, 'inverse': 0.34319001622256967, 'reinforcement': 0.2545344069181846, 'learning': 0.1472026793222524}","{'learner': 0.5626105485510187, 'teaching': 0.4530676580313488, 'preferences': 0.33193192906903785, 'teacher': 0.2671190700418206, 'demonstrations': 0.1780793800278804, 'aware': 0.15319592132190293, 'agnostic': 0.14731913074640365, 'behavior': 0.12357031569468774, 'mismatched': 0.1130809573809978, 'worldviews': 0.1130809573809978}"
PAC-Bayes Un-Expected Bernstein Inequality,"Zakaria Mhammedi, Peter Grünwald, Benjamin Guedj","We present a new PAC-Bayesian generalization bound. Standard bounds contain a $\sqrt{L_n \cdot \KL/n}$ complexity term which dominates unless $L_n$, the empirical error of the learning algorithm's randomized predictions, vanishes. We manage to replace $L_n$ by a term which vanishes in many more situations, essentially whenever the employed learning algorithm is sufficiently stable on the dataset at hand. Our new bound consistently beats state-of-the-art bounds both on a toy example and on UCI datasets (with large enough $n$). Theoretically, unlike existing bounds, our new bound can be expected to converge to $0$ faster whenever a Bernstein/Tsybakov condition holds, thus connecting PAC-Bayesian generalization and {\em excess risk\/} bounds---for the latter it has long been known that faster convergence can be obtained under Bernstein conditions. Our main technical tool is a new concentration inequality which is like Bernstein's but with $X^2$ taken outside its expectation.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3dea6b598a16b334a53145e78701fa87-Paper.pdf,2019,"bounds, new, bernstein, bound, l_n, algorithm, bayesian, faster, generalization, learning","bound, pn, ln, kl, zi, bounds, compn, ℓh, vn, term","{'bernstein': 0.439771043969027, 'inequality': 0.439771043969027, 'un': 0.439771043969027, 'expected': 0.38654139790787423, 'pac': 0.37594987755318243, 'bayes': 0.35923769837024344}","{'l_n': 0.3834150205466461, 'bernstein': 0.3628790012298442, 'vanishes': 0.22467111777587465, 'bounds': 0.21831957092333246, 'whenever': 0.2048242833410385, 'pac': 0.177862375240562, 'bound': 0.16896575912065379, 'new': 0.16053580469704765, 'term': 0.14625483627385716, 'faster': 0.13704138140922992}"
Revisiting the Bethe-Hessian: Improved Community Detection in Sparse Heterogeneous Graphs,"Lorenzo Dall'Amico, Romain Couillet, Nicolas Tremblay","Spectral clustering is one of the most popular, yet still incompletely understood, methods for community detection on graphs. This article studies spectral clustering based on the Bethe-Hessian matrix Hr= (r^2−1)In+D−rA for sparse heterogeneous graphs (following the degree-corrected stochastic block model) in a two-class setting. For a specific value r=ζ, clustering is shown to be insensitive to the degree heterogeneity. We then study the behavior of the informative eigenvector of H_ζ and, as a result, predict the clustering accuracy. The article concludes with an overview of the generalization to more than two classes along with extensive simulations on synthetic and real networks corroborating our findings.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3e6260b81898beacda3d16db379ed329-Paper.pdf,2019,"clustering, article, degree, graphs, spectral, two, accuracy, along, based, behavior","eigenvector, cφ, informative, clustering, cout, hr, cin, θi, eigenvalue, eigenvalues","{'revisiting': 0.40038043586209754, 'bethe': 0.3789357351479446, 'hessian': 0.3789357351479446, 'community': 0.3422757771374476, 'heterogeneous': 0.3422757771374476, 'improved': 0.3152586494001336, 'graphs': 0.2813115495981178, 'detection': 0.2712068025056628, 'sparse': 0.25715399067548367}","{'clustering': 0.4184193203456381, 'article': 0.2747948579447864, 'degree': 0.22416155440689672, 'spectral': 0.22074161890562885, 'graphs': 0.18239023547322727, 'concludes': 0.16819896979624627, 'corroborating': 0.16819896979624627, 'eigenvector': 0.16819896979624627, 'h_ζ': 0.16819896979624627, 'incompletely': 0.16819896979624627}"
Learning Positive Functions with Pseudo Mirror Descent,"Yingxiang Yang, Haoxiang Wang, Negar Kiyavash, Niao He","The nonparametric learning of positive-valued functions appears widely in machine learning, especially in the context of estimating intensity functions of point processes. Yet, existing approaches either require computing expensive projections or semidefinite relaxations, or lack convexity and theoretical guarantees after introducing nonlinear link functions. In this paper, we propose a novel algorithm, pseudo mirror descent, that performs efficient estimation of positive functions within a Hilbert space without expensive projections. The algorithm guarantees positivity by performing mirror descent with an appropriately selected Bregman divergence, and a pseudo-gradient is adopted to speed up the gradient evaluation procedure in practice. We analyze both asymptotic and nonasymptotic convergence of the algorithm. Through simulations, we show that pseudo mirror descent outperforms the state-of-the-art benchmarks for learning intensities of Poisson and multivariate Hawkes processes, in terms of both computational efficiency and accuracy.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3e883840fee4384dd3d2afea5e822517-Paper.pdf,2019,"functions, algorithm, descent, learning, mirror, pseudo, expensive, gradient, guarantees, positive","pseudo, descent, gradient, mirror, fφ, functions, learning, function, algorithm, kernel","{'pseudo': 0.495342927574645, 'mirror': 0.47545361813796694, 'positive': 0.47545361813796694, 'functions': 0.38407214734593126, 'descent': 0.35759343300668883, 'learning': 0.16473803569421525}","{'mirror': 0.33103536270402095, 'pseudo': 0.3100420655464456, 'functions': 0.24874160142900031, 'projections': 0.22069024180268065, 'descent': 0.20507460860387622, 'positive': 0.17758190720856284, 'expensive': 0.1740122749607125, 'processes': 0.15867511207782242, 'intensities': 0.14056780315874792, 'positivity': 0.14056780315874792}"
Censored Semi-Bandits: A Framework for Resource Allocation with Censored Feedback,"Arun Verma, Manjesh Hanawal, Arun Rajkumar, Raman Sankaran","In this paper, we study Censored Semi-Bandits, a novel variant of the semi-bandits problem. The learner is assumed to have a fixed amount of resources, which it allocates to the arms at each time step. The loss observed from an arm is random and depends on the amount of resources allocated to it. More specifically, the loss equals zero if the allocation for the arm exceeds a constant (but unknown) threshold that can be dependent on the arm. Our goal is to learn a feasible allocation that minimizes the expected loss. The problem is challenging because the loss distribution and threshold value of each arm are unknown. We study this novel setting by establishing its `equivalence' to Multiple-Play Multi-Armed Bandits (MP-MAB) and Combinatorial Semi-Bandits. Exploiting these equivalences, we derive optimal algorithms for our setting using existing algorithms for MP-MAB and Combinatorial Semi-Bandits. Experiments on synthetically generated data validate performance guarantees of the proposed algorithms.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3e91970f771a2c473ae36b60d1146068-Paper.pdf,2019,"bandits, arm, loss, semi, algorithms, allocation, amount, combinatorial, mab, mp","threshold, θi, arms, θc, loss, allocation, csb, arm, regret, resource","{'censored': 0.7338548036294631, 'allocation': 0.32251471026400697, 'resource': 0.3136775685323912, 'feedback': 0.27260896746949836, 'semi': 0.26042773525005086, 'framework': 0.24450511452273418, 'bandits': 0.2390120632789502}","{'bandits': 0.40618921664074914, 'arm': 0.3537000967330216, 'semi': 0.29467488926409996, 'mp': 0.23076678180741161, 'mab': 0.22150089412522134, 'loss': 0.21127173235712313, 'allocation': 0.19198829039076049, 'resources': 0.1768500483665108, 'threshold': 0.17131496178545574, 'combinatorial': 0.16659304319628646}"
Defending Against Neural Fake News,"Rowan Zellers, Ari Holtzman, Hannah Rashkin, Yonatan Bisk, Ali Farhadi, Franziska Roesner, Yejin Choi","Recent progress in natural language generation has raised dual-use concerns. While applications like summarization and translation are positive, the underlying technology also might enable adversaries to generate neural fake news: targeted propaganda that closely mimics the style of real news.Modern computer security relies on careful threat modeling: identifying potential threats and vulnerabilities from an adversary's point of view, and exploring potential mitigations to these threats. Likewise, developing robust defenses against neural fake news requires us first to carefully investigate and characterize the risks of these models. We thus present a model for controllable text generation called Grover. Given a headline like 'Link Found Between Vaccines and Autism,' Grover can generate the rest of the article; humans find these generations to be more trustworthy than human-written disinformation.Developing robust verification techniques against generators like Grover is critical. We find that best current discriminators can classify neural fake news from real, human-written, news with 73% accuracy, assuming access to a moderate level of training data. Counterintuitively, the best defense against Grover turns out to be Grover itself, with 92% accuracy, demonstrating the importance of public release of strong generators. We investigate these results further, showing that exposure bias -- and sampling strategies that alleviate its effects -- both leave artifacts that similar discriminators can pick up on. We conclude by discussing ethical issues regarding the technology, and plan to release Grover publicly, helping pave the way for better detection of neural fake news.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3e9f0fc9b2f89e043bc6233994dfcf76-Paper.pdf,2019,"grover, news, fake, neural, like, accuracy, best, developing, discriminators, find","grover, news, fake, al, et, articles, human, model, written, models","{'fake': 0.5700444928630322, 'news': 0.5700444928630322, 'defending': 0.5395124477173266, 'neural': 0.24295034692528383}","{'grover': 0.47172197081718154, 'news': 0.4032639701952628, 'fake': 0.26884264679684183, 'threats': 0.14881871988588155, 'technology': 0.1382083340290537, 'written': 0.1382083340290537, 'discriminators': 0.13442132339842092, 'generators': 0.13442132339842092, 'release': 0.12844586396413926, 'like': 0.12054107889594418}"
Robust and Communication-Efficient Collaborative Learning,"Amirhossein Reisizadeh, Hossein Taheri, Aryan Mokhtari, Hamed Hassani, Ramtin Pedarsani","We consider a decentralized learning problem, where a set of computing nodes aim at solving a non-convex optimization problem collaboratively. It is well-known that decentralized optimization schemes face two major system bottlenecks: stragglers' delay and communication overhead. In this paper, we tackle these bottlenecks by proposing  a novel decentralized and gradient-based optimization algorithm named as QuanTimed-DSGD. Our algorithm stands on two main ideas: (i) we impose a deadline on the local gradient computations of each node at each iteration of the algorithm, and (ii) the nodes exchange quantized versions of their local models. The first idea robustifies to straggling nodes and the second alleviates communication efficiency. The key technical contribution of our work is to prove that with non-vanishing noises for quantization and stochastic gradients, the proposed method exactly converges to the global optimal for convex loss functions, and finds a first-order stationary point in non-convex scenarios. Our numerical evaluations of the QuanTimed-DSGD on training benchmark datasets, MNIST and CIFAR-10, demonstrate speedups of up to 3x in run-time, compared  to state-of-the-art decentralized optimization methods.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3eb2f1a06667bfb9daba7f7effa0284b-Paper.pdf,2019,"decentralized, optimization, algorithm, convex, nodes, non, bottlenecks, communication, dsgd, first","dsgd, al, et, quantimed, xi, latexit, nodes, local, gradient, time","{'collaborative': 0.6384034528047953, 'communication': 0.4949964385124801, 'robust': 0.40540063153068095, 'efficient': 0.3714723598744877, 'learning': 0.21231620548295463}","{'decentralized': 0.3928564171012002, 'dsgd': 0.24946504054605942, 'quantimed': 0.24946504054605942, 'nodes': 0.21920865568500125, 'bottlenecks': 0.21326177049004638, 'optimization': 0.18150476002748142, 'convex': 0.16785569953293253, 'communication': 0.1533138843422263, 'non': 0.13435949814241618, '3x': 0.12473252027302971}"
A Self Validation Network for Object-Level Human Attention Estimation,"Zehua Zhang, Chen Yu, David Crandall","Due to the foveated nature of the human vision system, people can focus their visual attention on a small region of their visual field at a time, which usually contains only a single object. Estimating this object of attention in first-person (egocentric) videos is useful for many human-centered real-world applications such as augmented reality applications and driver assistance systems. A straightforward solution for this problem is to pick the object whose bounding box is hit by the gaze, where eye gaze point estimation is obtained from a traditional eye gaze estimator and object candidates are generated from an off-the-shelf object detector. However, such an approach can fail because it addresses the where and the what problems separately, despite that they are highly related, chicken-and-egg problems. In this paper, we propose a novel unified model that incorporates both spatial and temporal evidence in identifying as well as locating the attended object in firstperson videos. It introduces a novel Self Validation Module that enforces and leverages consistency of the where and the what concepts. We evaluate on two public datasets, demonstrating that Self Validation Module significantly benefits both training and testing and that our model outperforms the state-of-the-art.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3eb65004054f5d21fca4087f5658c727-Paper.pdf,2019,"object, gaze, applications, attention, eye, human, model, module, novel, problems","object, model, box, anchor, validation, gaze, attention, self, module, class","{'validation': 0.47247343305440526, 'level': 0.4039063775113979, 'human': 0.3660759729740546, 'attention': 0.33533932196839056, 'object': 0.3287635168334341, 'self': 0.31483658698307304, 'estimation': 0.288703860194209, 'network': 0.2767796398245526}","{'object': 0.39855109370243835, 'gaze': 0.3574532577947079, 'eye': 0.20945820762803027, 'validation': 0.1770467637359783, 'videos': 0.16913562360442372, 'module': 0.16141940083060624, 'self': 0.13123570025041353, 'visual': 0.12920408874249037, 'attention': 0.12297672174324019, 'human': 0.12102087213156888}"
Learning Robust Global Representations by Penalizing Local Predictive Power,"Haohan Wang, Songwei Ge, Zachary Lipton, Eric P. Xing","Despite their renowned in-domain predictive power, convolutional neural networks are known to rely more on high-frequency patterns that humans deem superficial than on low-frequency patterns that agree better with intuitions about what constitutes category membership. This paper proposes a method for training robust convolutional networks by penalizing the predictive power of the local representations learned by earlier layers. Intuitively, our networks are forced to discard predictive signals such as color and texture that can be gleaned from local receptive fields and to rely instead on the global structures of the image. Across a battery of synthetic and benchmark domain adaptation tasks, our method confers improved generalization out of the domain. Additionally, to evaluate cross-domain transfer, we introduce ImageNet-Sketch, a new dataset consisting of sketch-like images that matches the ImageNet classification validation set in scale and dimension.",https://proceedings.neurips.cc/paper_files/paper/2019/file/3eefceb8087e964f89c2d59e8a249915-Paper.pdf,2019,"domain, networks, predictive, convolutional, frequency, imagenet, local, method, patterns, power","al, et, domain, data, par, sketch, set, images, imagenet, alexnet","{'penalizing': 0.47361779047183483, 'predictive': 0.4302520144335119, 'power': 0.38688623839518904, 'global': 0.35651112644993643, 'local': 0.3435204623568662, 'representations': 0.3041924478964459, 'robust': 0.2846491661642221, 'learning': 0.1490763115629258}","{'domain': 0.3026754188428129, 'predictive': 0.2526817215561923, 'sketch': 0.22861674040392804, 'frequency': 0.22496124023198136, 'patterns': 0.1828253695582092, 'rely': 0.17267342482915102, 'power': 0.17008680067157927, 'imagenet': 0.15682615944435413, 'convolutional': 0.14699113249251222, 'battery': 0.14517233760669965}"
